Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,3043.72,безналичный,Минск,Приорбанк-ANJB-239,02-01-2013,12:29:54,успешно,нет,0.0
юр. лицо,получение средств,276.91,наличный,Могилев,Белинвестбанк-JEDJ-831,17-06-2019,00:48:05,успешно,нет,0.0
юр. лицо,получение средств,3103.74,наличный,Гомель,БелАгропромбанк-CLAN-302,22-06-2023,22:11:12,успешно,нет,0.0
юр. лицо,списание средств,3531.32,безналичный,Минск,Беларусбанк-AAQH-115,02-02-2003,04:22:51,успешно,да,181.39
физ. лицо,списание средств,1588.46,безналичный,Гомель,МаксБанк-RKVC-128,05-12-2000,13:07:18,успешно,нет,0.0
юр. лицо,получение средств,3591.5,безналичный,Витебск,МаксБанк-RARC-979,16-09-2016,15:41:54,успешно,нет,0.0
физ. лицо,получение средств,1969.56,безналичный,Минск,Приорбанк-FLEL-809,25-04-2001,12:43:22,успешно,нет,0.0
юр. лицо,списание средств,2926.86,наличный,Гомель,МаксБанк-ILTZ-145,24-05-2001,22:50:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,967.27,безналичный,Могилев,Белинвестбанк-PATI-830,02-10-2016,21:11:42,успешно,нет,0.0
физ. лицо,получение средств,3878.14,безналичный,Минск,Беларусбанк-GBRJ-390,12-10-2019,15:20:56,успешно,нет,0.0
юр. лицо,получение средств,2952.84,безналичный,Гомель,Беларусбанк-DADJ-698,28-04-2015,12:19:27,успешно,нет,0.0
юр. лицо,получение средств,619.38,безналичный,Минск,Беларусбанк-EUSL-445,14-03-2010,23:08:23,успешно,нет,0.0
юр. лицо,списание средств,2430.62,безналичный,Гомель,Приорбанк-UCLC-168,08-10-2009,07:37:01,неправильный ввод пин-кода,да,48.24
юр. лицо,получение средств,2128.42,безналичный,Гомель,БелАгропромбанк-YTEG-220,28-10-2015,09:17:33,успешно,нет,0.0
физ. лицо,получение средств,730.13,наличный,Гродно,Беларусбанк-FFZT-229,20-09-2012,02:28:52,успешно,нет,0.0
физ. лицо,списание средств,2965.98,безналичный,Гомель,Приорбанк-IVBX-010,11-06-2017,08:09:17,успешно,да,288.85
юр. лицо,списание средств,3476.52,безналичный,Брест,Белинвестбанк-YKJZ-411,11-08-2017,03:42:19,недостаточно средств,нет,0.0
юр. лицо,получение средств,4964.97,наличный,Гродно,Приорбанк-FKXZ-665,02-08-2022,11:34:43,успешно,нет,0.0
юр. лицо,получение средств,1050.27,безналичный,Гомель,МаксБанк-TCMS-246,08-06-2000,06:42:05,успешно,нет,0.0
физ. лицо,получение средств,695.96,безналичный,Гродно,Беларусбанк-PTKL-066,02-06-2010,08:43:31,успешно,нет,0.0
юр. лицо,получение средств,3166.19,безналичный,Могилев,Приорбанк-BCLE-981,08-05-2020,18:14:53,успешно,нет,0.0
юр. лицо,списание средств,4980.36,наличный,Гомель,Приорбанк-AOZQ-130,04-08-2002,11:05:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,1663.71,безналичный,Гомель,Белинвестбанк-AQNK-581,09-10-2003,10:52:29,успешно,нет,0.0
физ. лицо,получение средств,2391.56,безналичный,Минск,БелАгропромбанк-EOCH-274,23-05-2018,15:29:28,успешно,нет,0.0
юр. лицо,списание средств,2021.45,наличный,Гомель,БелАгропромбанк-XRRL-949,29-06-2021,21:06:14,успешно,нет,0.0
физ. лицо,списание средств,3638.53,безналичный,Могилев,Белинвестбанк-RJOE-244,27-08-2014,17:36:47,недостаточно средств,нет,0.0
физ. лицо,получение средств,4449.26,безналичный,Могилев,БелАгропромбанк-IZXW-211,11-12-2003,02:19:52,успешно,нет,0.0
физ. лицо,получение средств,4227.61,безналичный,Минск,БелАгропромбанк-QKAH-800,24-09-2020,18:02:30,успешно,нет,0.0
физ. лицо,списание средств,4016.32,безналичный,Могилев,Белинвестбанк-HXFO-872,08-06-2004,17:28:55,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,145.53,наличный,Могилев,БелАгропромбанк-CLGS-528,12-02-2020,03:55:19,успешно,да,12.66
юр. лицо,получение средств,4008.07,наличный,Могилев,МаксБанк-YSZS-876,28-11-2013,03:16:29,успешно,нет,0.0
физ. лицо,получение средств,1463.07,наличный,Витебск,Беларусбанк-AUBL-417,14-09-2005,08:55:34,успешно,нет,0.0
физ. лицо,получение средств,1677.0,наличный,Минск,Приорбанк-WCKO-355,11-08-2003,01:21:44,успешно,нет,0.0
юр. лицо,получение средств,4572.27,безналичный,Могилев,Приорбанк-OUHL-750,24-06-2021,04:18:27,успешно,нет,0.0
физ. лицо,списание средств,4074.03,наличный,Гродно,МаксБанк-IJJQ-817,06-04-2013,02:10:55,неправильный ввод пин-кода,да,65.22
физ. лицо,получение средств,2534.43,наличный,Витебск,МаксБанк-AVIQ-310,24-07-2007,20:51:18,успешно,нет,0.0
физ. лицо,получение средств,4918.51,наличный,Витебск,МаксБанк-YVOA-737,15-04-2003,08:03:48,успешно,нет,0.0
юр. лицо,получение средств,2846.34,наличный,Минск,Беларусбанк-GDPH-598,03-02-2009,00:24:12,успешно,нет,0.0
физ. лицо,получение средств,1560.93,наличный,Могилев,Беларусбанк-PIDS-739,08-11-2010,16:05:58,успешно,нет,0.0
физ. лицо,списание средств,83.91,наличный,Брест,Беларусбанк-ZGGS-976,20-06-2015,10:29:44,неправильный ввод пин-кода,да,5.09
физ. лицо,списание средств,136.56,безналичный,Минск,БелАгропромбанк-QVPC-393,10-09-2015,10:33:12,неправильный ввод пин-кода,да,3.88
физ. лицо,получение средств,2928.34,безналичный,Могилев,Белинвестбанк-EITH-922,25-05-2012,08:58:09,успешно,нет,0.0
юр. лицо,списание средств,3090.88,наличный,Витебск,Приорбанк-WVXS-151,12-05-2010,02:52:59,успешно,да,86.23
юр. лицо,получение средств,4075.73,безналичный,Минск,Белинвестбанк-URPL-877,24-10-2000,01:47:47,успешно,нет,0.0
физ. лицо,списание средств,1033.1,наличный,Минск,БелАгропромбанк-QHEP-587,03-02-2007,09:56:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2065.38,наличный,Минск,МаксБанк-HWWL-940,12-03-2023,20:29:29,неправильный ввод пин-кода,да,119.23
физ. лицо,получение средств,1175.86,наличный,Могилев,МаксБанк-RANA-134,09-10-2017,08:59:34,успешно,нет,0.0
физ. лицо,получение средств,2836.05,безналичный,Гродно,МаксБанк-HKVX-192,11-03-2017,00:26:00,успешно,нет,0.0
